档,矫焙,前格,累扁,丑啊疙,week,炼荤老磊,俺眉锅龋,咀酒 俺荐,咀酒备盒,檬厘,勘荐,勘厘,勘气,勘捍厘,包何流版,拳规锅龋,拳规喊馒苞荐
傈合,辫力,叠扁,1,20,17,2021-01-13,1,0,夯林,35,5,13,9.1,20.1,20.06,1,5
傈合,辫力,叠扁,1,20,17,2021-01-13,1,0,夯林,35,5,13,9.1,20.1,20.06,2,1
傈合,辫力,叠扁,1,20,17,2021-01-13,2,0,夯林,32.1,6,13.1,8,16.9,20.47,1,5
傈合,辫力,叠扁,1,20,17,2021-01-13,2,0,夯林,32.1,6,13.1,8,16.9,20.47,2,3
傈合,辫力,叠扁,1,20,17,2021-01-13,3,0,夯林,33.8,7,9.9,7.5,20.7,21.83,1,3
傈合,辫力,叠扁,1,20,17,2021-01-13,3,0,夯林,33.8,7,9.9,7.5,20.7,21.83,2,2
傈合,辫力,叠扁,1,20,17,2021-01-13,4,0,夯林,33.1,7,10,7.6,17.2,22.17,1,2
傈合,辫力,叠扁,1,20,17,2021-01-13,4,0,夯林,33.1,7,10,7.6,17.2,22.17,2,2
傈合,辫力,叠扁,1,20,18,2021-01-21,1,0,夯林,35.4,5,13,9.2,20.7,20.09,1,3
傈合,辫力,叠扁,1,20,18,2021-01-21,1,0,夯林,35.4,5,13,9.2,20.7,20.09,2,7
傈合,辫力,叠扁,1,20,18,2021-01-21,2,0,夯林,32.6,5,13.3,8,17.1,20.54,1,3
傈合,辫力,叠扁,1,20,18,2021-01-21,2,0,夯林,32.6,5,13.3,8,17.1,20.54,2,11
傈合,辫力,叠扁,1,20,18,2021-01-21,3,0,夯林,33.2,6,10,7.5,20.8,21.85,1,
傈合,辫力,叠扁,1,20,18,2021-01-21,3,0,夯林,33.2,6,10,7.5,20.8,21.85,2,6
傈合,辫力,叠扁,1,20,18,2021-01-21,4,0,夯林,33.1,7,10,7.6,17.2,22.4,1,
傈合,辫力,叠扁,1,20,18,2021-01-21,4,0,夯林,33.1,7,10,7.6,17.2,22.4,2,6
傈合,辫力,叠扁,1,20,19,2021-01-27,1,0,夯林,35.4,5,13,9.2,20.7,21,1,
傈合,辫力,叠扁,1,20,19,2021-01-27,1,0,夯林,35.4,5,13,9.2,20.7,21,2,9
傈合,辫力,叠扁,1,20,19,2021-01-27,2,0,夯林,32.9,5,13.4,8,17.3,20.76,1,
傈合,辫力,叠扁,1,20,19,2021-01-27,2,0,夯林,32.9,5,13.4,8,17.3,20.76,2,12
傈合,辫力,叠扁,1,20,19,2021-01-27,3,0,夯林,33.5,6,10.1,7.5,20.8,21.92,1,
傈合,辫力,叠扁,1,20,19,2021-01-27,3,0,夯林,33.5,6,10.1,7.5,20.8,21.92,2,9
傈合,辫力,叠扁,1,20,19,2021-01-27,4,0,夯林,33,7,10,7.6,17.2,22.51,1,
傈合,辫力,叠扁,1,20,19,2021-01-27,4,0,夯林,33,7,10,7.6,17.2,22.51,2,11
傈合,辫力,叠扁,1,20,20,2021-02-03,1,0,夯林,35.8,5,13,9.2,20.9,21.02,2,6
傈合,辫力,叠扁,1,20,20,2021-02-03,2,0,夯林,33.5,5,13.4,8,18.3,20.78,2,7
傈合,辫力,叠扁,1,20,20,2021-02-03,3,0,夯林,33.7,6,10.2,7.5,21.6,22.03,2,5
傈合,辫力,叠扁,1,20,20,2021-02-03,4,0,夯林,32.8,7,10,7.6,17.2,22.64,2,10
傈合,辫力,叠扁,1,20,21,2021-02-10,1,0,夯林,35.8,5,13,9.2,20.9,21.12,1,6
傈合,辫力,叠扁,1,20,21,2021-02-10,2,0,夯林,33.7,5,13.4,8,18.5,20.8,1,5
傈合,辫力,叠扁,1,20,21,2021-02-10,3,0,夯林,34,7,8.2,5.5,12.5,22.21,1,5
傈合,辫力,叠扁,1,20,21,2021-02-10,4,0,夯林,32.7,7,10,7.6,16.9,22.91,1,9
傈合,辫力,叠扁,1,20,22,2021-02-17,1,0,夯林,36.6,5,13.1,9.3,21.8,21.16,2,5
傈合,辫力,叠扁,1,20,22,2021-02-17,1,0,夯林,36.6,5,13.1,9.3,21.8,21.16,3,
傈合,辫力,叠扁,1,20,22,2021-02-17,2,0,夯林,34.9,5,13.5,8,19.3,20.95,2,4
傈合,辫力,叠扁,1,20,22,2021-02-17,2,0,夯林,34.9,5,13.5,8,19.3,20.95,3,
傈合,辫力,叠扁,1,20,22,2021-02-17,3,0,夯林,34.7,7,8.4,5.5,12.8,22.32,2,4
傈合,辫力,叠扁,1,20,22,2021-02-17,3,0,夯林,34.7,7,8.4,5.5,12.8,22.32,3,
傈合,辫力,叠扁,1,20,22,2021-02-17,4,0,夯林,32.7,8,9.7,7.1,17.8,23.01,2,6
傈合,辫力,叠扁,1,20,22,2021-02-17,4,0,夯林,32.7,8,9.7,7.1,17.8,23.01,3,
傈合,辫力,叠扁,1,20,23,2021-02-24,1,0,夯林,37.1,6,12,8.2,20.3,21.17,2,2
傈合,辫力,叠扁,1,20,23,2021-02-24,1,0,夯林,37.1,6,12,8.2,20.3,21.17,3,0
傈合,辫力,叠扁,1,20,23,2021-02-24,2,0,夯林,34.7,6,10.2,8.1,19.2,21.01,2,
傈合,辫力,叠扁,1,20,23,2021-02-24,2,0,夯林,34.7,6,10.2,8.1,19.2,21.01,3,
傈合,辫力,叠扁,1,20,23,2021-02-24,3,0,夯林,35,6,8.5,5.5,13,23.49,2,2
傈合,辫力,叠扁,1,20,23,2021-02-24,3,0,夯林,35,6,8.5,5.5,13,23.49,3,
傈合,辫力,叠扁,1,20,23,2021-02-24,4,0,夯林,32.5,8,9.7,7.1,17.8,23.08,2,3
傈合,辫力,叠扁,1,20,23,2021-02-24,4,0,夯林,32.5,8,9.7,7.1,17.8,23.08,3,
傈合,辫力,叠扁,1,20,24,2021-03-04,1,0,夯林,37.1,6,12,8.2,20.3,21.17,2,
傈合,辫力,叠扁,1,20,24,2021-03-04,1,0,夯林,37.1,6,12,8.2,20.3,21.17,3,2
傈合,辫力,叠扁,1,20,24,2021-03-04,2,0,夯林,34.7,6,10.3,8.1,19.6,21.09,2,
傈合,辫力,叠扁,1,20,24,2021-03-04,2,0,夯林,34.7,6,10.3,8.1,19.6,21.09,3,
傈合,辫力,叠扁,1,20,24,2021-03-04,3,0,夯林,35,7,6,4.4,15.3,23.51,2,
傈合,辫力,叠扁,1,20,24,2021-03-04,3,0,夯林,35,7,6,4.4,15.3,23.51,3,
傈合,辫力,叠扁,1,20,24,2021-03-04,4,0,夯林,32.5,8,6.2,5.8,16.2,23.11,2,1
傈合,辫力,叠扁,1,20,24,2021-03-04,4,0,夯林,32.5,8,6.2,5.8,16.2,23.11,3,
傈合,辫力,叠扁,1,20,25,2021-03-10,1,0,夯林,37.4,7,4.9,4,14.6,21.19,3,5
傈合,辫力,叠扁,1,20,25,2021-03-10,1,0,夯林,37.4,7,4.9,4,14.6,21.19,4,
傈合,辫力,叠扁,1,20,25,2021-03-10,2,0,夯林,34.7,8,6.2,4.2,13.7,21.11,3,
傈合,辫力,叠扁,1,20,25,2021-03-10,2,0,夯林,34.7,8,6.2,4.2,13.7,21.11,4,
傈合,辫力,叠扁,1,20,25,2021-03-10,3,0,夯林,35.2,10,6,4.6,11.7,23.57,3,0
傈合,辫力,叠扁,1,20,25,2021-03-10,3,0,夯林,35.2,10,6,4.6,11.7,23.57,4,
傈合,辫力,叠扁,1,20,25,2021-03-10,4,0,夯林,31.7,10,6.6,5.7,11.1,23.25,3,2
傈合,辫力,叠扁,1,20,25,2021-03-10,4,0,夯林,31.7,10,6.6,5.7,11.1,23.25,4,
傈合,辫力,叠扁,1,20,26,2021-03-17,1,0,夯林,35.1,6,7,6.8,14.1,19.95,3,10
傈合,辫力,叠扁,1,20,26,2021-03-17,1,0,夯林,35.1,6,7,6.8,14.1,19.95,4,
傈合,辫力,叠扁,1,20,26,2021-03-17,2,0,夯林,33,8,5.5,4,12.3,19.26,3,
傈合,辫力,叠扁,1,20,26,2021-03-17,2,0,夯林,33,8,5.5,4,12.3,19.26,4,
傈合,辫力,叠扁,1,20,26,2021-03-17,3,0,夯林,35.4,11,5.8,4.5,10.1,22.19,3,1
傈合,辫力,叠扁,1,20,26,2021-03-17,3,0,夯林,35.4,11,5.8,4.5,10.1,22.19,4,1
傈合,辫力,叠扁,1,20,26,2021-03-17,4,0,夯林,32.8,10,8.2,6.9,12.2,22.05,3,3
傈合,辫力,叠扁,1,20,26,2021-03-17,4,0,夯林,32.8,10,8.2,6.9,12.2,22.05,4,
傈合,辫力,叠扁,1,20,27,2021-03-24,1,0,夯林,35.1,7,9.9,8.1,19,19.91,3,11
傈合,辫力,叠扁,1,20,27,2021-03-24,1,0,夯林,35.1,7,9.9,8.1,19,19.91,4,
傈合,辫力,叠扁,1,20,27,2021-03-24,2,0,夯林,30,9,7.1,5.6,14.9,19.22,3,0
傈合,辫力,叠扁,1,20,27,2021-03-24,2,0,夯林,30,9,7.1,5.6,14.9,19.22,4,
傈合,辫力,叠扁,1,20,27,2021-03-24,3,0,夯林,29.1,11,8.8,7.7,19.4,20.47,3,3
傈合,辫力,叠扁,1,20,27,2021-03-24,3,0,夯林,29.1,11,8.8,7.7,19.4,20.47,4,3
傈合,辫力,叠扁,1,20,27,2021-03-24,4,0,夯林,32.8,9,8.4,7,13.5,22.03,3,3
傈合,辫力,叠扁,1,20,27,2021-03-24,4,0,夯林,32.8,9,8.4,7,13.5,22.03,4,
傈合,辫力,叠扁,1,20,28,2021-03-31,1,0,夯林,35.1,7,7.2,5.5,16.5,19.91,3,11
傈合,辫力,叠扁,1,20,28,2021-03-31,1,0,夯林,35.1,7,7.2,5.5,16.5,19.91,4,0
傈合,辫力,叠扁,1,20,28,2021-03-31,2,0,夯林,35.8,10,8.7,6.5,19.1,19.25,3,2
傈合,辫力,叠扁,1,20,28,2021-03-31,2,0,夯林,35.8,10,8.7,6.5,19.1,19.25,4,0
傈合,辫力,叠扁,1,20,28,2021-03-31,3,0,夯林,33,11,10.5,9.3,21.1,20.98,3,3
傈合,辫力,叠扁,1,20,28,2021-03-31,3,0,夯林,33,11,10.5,9.3,21.1,20.98,4,5
傈合,辫力,叠扁,1,20,28,2021-03-31,4,0,夯林,30,10,9.3,7.2,12.1,21.32,3,2
傈合,辫力,叠扁,1,20,28,2021-03-31,4,0,夯林,30,10,9.3,7.2,12.1,21.32,4,
傈合,辫力,叠扁,1,20,29,2021-04-08,1,0,夯林,35.2,7,9,6.4,18.1,19.56,3,8
傈合,辫力,叠扁,1,20,29,2021-04-08,1,0,夯林,35.2,7,9,6.4,18.1,19.56,4,2
傈合,辫力,叠扁,1,20,29,2021-04-08,2,0,夯林,40,8,9.3,7,20.2,19.25,3,8
傈合,辫力,叠扁,1,20,29,2021-04-08,2,0,夯林,40,8,9.3,7,20.2,19.25,4,2
傈合,辫力,叠扁,1,20,29,2021-04-08,3,0,夯林,39.5,9,12,10.5,21.2,21.37,3,3
傈合,辫力,叠扁,1,20,29,2021-04-08,3,0,夯林,39.5,9,12,10.5,21.2,21.37,4,6
傈合,辫力,叠扁,1,20,29,2021-04-08,4,0,夯林,29.6,10,9,5.7,18.3,21.71,3,
傈合,辫力,叠扁,1,20,29,2021-04-08,4,0,夯林,29.6,10,9,5.7,18.3,21.71,4,0
傈合,辫力,叠扁,1,20,30,2021-04-14,1,0,夯林,38.5,7,9.1,6.4,18.1,19.58,3,1
傈合,辫力,叠扁,1,20,30,2021-04-14,1,0,夯林,38.5,7,9.1,6.4,18.1,19.58,4,5
傈合,辫力,叠扁,1,20,30,2021-04-14,1,0,夯林,38.5,7,9.1,6.4,18.1,19.58,5,
傈合,辫力,叠扁,1,20,30,2021-04-14,2,0,夯林,42,9,11.4,8.8,24.8,20.38,3,9
傈合,辫力,叠扁,1,20,30,2021-04-14,2,0,夯林,42,9,11.4,8.8,24.8,20.38,4,4
傈合,辫力,叠扁,1,20,30,2021-04-14,2,0,夯林,42,9,11.4,8.8,24.8,20.38,5,
傈合,辫力,叠扁,1,20,30,2021-04-14,3,0,夯林,42.2,10,8.6,6.7,24.3,21.71,3,3
傈合,辫力,叠扁,1,20,30,2021-04-14,3,0,夯林,42.2,10,8.6,6.7,24.3,21.71,4,5
傈合,辫力,叠扁,1,20,30,2021-04-14,3,0,夯林,42.2,10,8.6,6.7,24.3,21.71,5,
傈合,辫力,叠扁,1,20,30,2021-04-14,4,0,夯林,33.8,10,7,4.9,19.2,22.15,3,
傈合,辫力,叠扁,1,20,30,2021-04-14,4,0,夯林,33.8,10,7,4.9,19.2,22.15,4,3
傈合,辫力,叠扁,1,20,30,2021-04-14,4,0,夯林,33.8,10,7,4.9,19.2,22.15,5,0
傈合,辫力,叠扁,1,23,3,2020-09-28,1,0,夯林,27.5,5,8,5.8,14.3,11.74,0,
傈合,辫力,叠扁,1,23,3,2020-09-28,2,0,夯林,37.2,6,7.6,5.3,14.1,12.48,0,
傈合,辫力,叠扁,1,23,3,2020-09-28,3,0,夯林,28.4,6,10.1,8.6,15.3,11.62,0,
傈合,辫力,叠扁,1,23,3,2020-09-28,4,0,夯林,24.5,4,6.6,4.7,11,11.56,0,
傈合,辫力,叠扁,1,23,4,2020-10-07,1,0,夯林,29.5,5,12.4,8.7,15.6,12.44,0,
傈合,辫力,叠扁,1,23,4,2020-10-07,2,0,夯林,31.7,5,12.9,10.4,15.7,12.49,0,
傈合,辫力,叠扁,1,23,4,2020-10-07,3,0,夯林,28.5,3,11,8.8,16.1,11.97,0,
傈合,辫力,叠扁,1,23,4,2020-10-07,4,0,夯林,24.6,5,6.9,5.2,15.7,13.69,0,
傈合,辫力,叠扁,1,23,5,2020-10-14,1,0,夯林,30.1,6,13,8.6,14.1,13.56,0,
傈合,辫力,叠扁,1,23,5,2020-10-14,2,0,夯林,32.2,6,12.5,9.2,18,13.5,0,
傈合,辫力,叠扁,1,23,5,2020-10-14,3,0,夯林,29.1,4,12.6,9.2,12.8,13.67,0,
傈合,辫力,叠扁,1,23,5,2020-10-14,4,0,夯林,24.4,5,10.5,7.5,12,12.39,0,
傈合,辫力,叠扁,1,23,6,2020-10-21,1,0,夯林,32.3,7,14.1,10.2,16.6,14.96,0,
傈合,辫力,叠扁,1,23,6,2020-10-21,2,0,夯林,33.8,7,14.8,11.6,15.7,16.77,0,
傈合,辫力,叠扁,1,23,6,2020-10-21,3,0,夯林,30.5,5,13,10.2,15.2,14.26,0,
傈合,辫力,叠扁,1,23,6,2020-10-21,4,0,夯林,27.5,4,10.8,7.7,12.3,13.54,0,
傈合,辫力,叠扁,1,23,7,2020-10-28,1,0,夯林,36.8,4,14.3,10.4,17.1,14.68,1,1
傈合,辫力,叠扁,1,23,7,2020-10-28,2,0,夯林,35.3,6,16.1,10.3,17.3,17.69,1,0
傈合,辫力,叠扁,1,23,7,2020-10-28,3,0,夯林,31.9,6,13.7,10.4,16.6,14.85,1,1
傈合,辫力,叠扁,1,23,7,2020-10-28,4,0,夯林,30.5,5,12.1,8.7,12.6,15.05,1,1
傈合,辫力,叠扁,1,23,8,2020-11-04,1,0,夯林,39.5,5,13.5,9.5,18.7,16.11,1,4
傈合,辫力,叠扁,1,23,8,2020-11-04,2,0,夯林,37.7,6,16.1,10.3,17.4,18.4,1,2
傈合,辫力,叠扁,1,23,8,2020-11-04,3,0,夯林,34.5,6,13.9,10.5,16.8,16.82,1,2
傈合,辫力,叠扁,1,23,8,2020-11-04,4,0,夯林,31.8,5,12.2,9,12.6,15.8,1,2
傈合,辫力,叠扁,1,23,9,2020-11-11,1,0,夯林,40.7,5,13.6,9.6,19.2,16.74,1,7
傈合,辫力,叠扁,1,23,9,2020-11-11,2,0,夯林,39.3,6,14.8,10.6,20.1,18.83,1,3
傈合,辫力,叠扁,1,23,9,2020-11-11,3,0,夯林,35.1,5,13.9,10.7,17,17.1,1,4
傈合,辫力,叠扁,1,23,9,2020-11-11,4,0,夯林,32.5,6,14.9,10.3,15.1,16.63,1,6
傈合,辫力,叠扁,1,23,10,2020-11-18,1,0,夯林,40.8,6,14.9,10,24,18.53,1,12
傈合,辫力,叠扁,1,23,10,2020-11-18,2,0,夯林,39.5,6,15,10.8,20.1,18.61,1,6
傈合,辫力,叠扁,1,23,10,2020-11-18,3,0,夯林,36.8,6,14.2,10.2,18.7,17.33,1,9
傈合,辫力,叠扁,1,23,10,2020-11-18,4,0,夯林,33.2,6,13.5,9.6,18,17,1,9
傈合,辫力,叠扁,1,23,11,2020-11-25,1,0,夯林,41.3,6,14.9,10.1,24,18.88,1,13
傈合,辫力,叠扁,1,23,11,2020-11-25,2,0,夯林,39.6,6,15.2,10.9,20.2,19.77,1,9
傈合,辫力,叠扁,1,23,11,2020-11-25,3,0,夯林,37.2,6,14.4,10.3,19,18.72,1,13
傈合,辫力,叠扁,1,23,11,2020-11-25,4,0,夯林,33.9,5,13.5,9.8,18.2,17.13,1,11
傈合,辫力,叠扁,1,23,12,2020-12-02,1,0,夯林,41.4,7,11.5,9.1,22.5,19.06,1,15
傈合,辫力,叠扁,1,23,12,2020-12-02,2,0,夯林,40.1,7,14.4,10,22.8,19.3,1,10
傈合,辫力,叠扁,1,23,12,2020-12-02,3,0,夯林,37.6,5,14.4,10.3,19,18.62,1,16
傈合,辫力,叠扁,1,23,12,2020-12-02,4,0,夯林,34,6,11.6,8.6,16.5,17.34,1,12
傈合,辫力,叠扁,1,23,13,2020-12-09,1,0,夯林,41.4,7,11.5,9.1,22.6,19.08,1,13
傈合,辫力,叠扁,1,23,13,2020-12-09,2,0,夯林,41,7,14.4,10,24,19.76,1,11
傈合,辫力,叠扁,1,23,13,2020-12-09,3,0,夯林,37.8,6,13.3,9.5,22.6,18.92,1,16
傈合,辫力,叠扁,1,23,13,2020-12-09,4,0,夯林,34,6,11.8,8.6,17.4,17.55,1,11
傈合,辫力,叠扁,1,23,14,2020-12-16,1,0,夯林,41.4,7,11.5,9.1,22.6,19.15,1,11
傈合,辫力,叠扁,1,23,14,2020-12-16,2,0,夯林,41.2,8,11.2,7.5,26.5,19.87,1,8
傈合,辫力,叠扁,1,23,14,2020-12-16,3,0,夯林,37.8,6,13.3,9.5,22.6,19.3,1,14
傈合,辫力,叠扁,1,23,14,2020-12-16,4,0,夯林,34,6,11.8,8.7,17.5,17.66,1,11
傈合,辫力,叠扁,1,23,15,2020-12-23,1,0,夯林,41.4,7,11.7,9.2,22.9,19.25,1,8
傈合,辫力,叠扁,1,23,15,2020-12-23,1,0,夯林,41.4,7,11.7,9.2,22.9,19.25,2,
傈合,辫力,叠扁,1,23,15,2020-12-23,2,0,夯林,41.2,8,11.3,7.6,26.6,20.24,1,8
傈合,辫力,叠扁,1,23,15,2020-12-23,2,0,夯林,41.2,8,11.3,7.6,26.6,20.24,2,
傈合,辫力,叠扁,1,23,15,2020-12-23,3,0,夯林,38.1,6,13.4,9.7,22.7,20.7,1,9
傈合,辫力,叠扁,1,23,15,2020-12-23,3,0,夯林,38.1,6,13.4,9.7,22.7,20.7,2,
傈合,辫力,叠扁,1,23,15,2020-12-23,4,0,夯林,34,7,9.1,7.1,17.2,17.94,1,7
傈合,辫力,叠扁,1,23,15,2020-12-23,4,0,夯林,34,7,9.1,7.1,17.2,17.94,2,0
傈合,辫力,叠扁,1,23,16,2020-12-30,1,0,夯林,41.4,6,11.7,9.2,22.9,20.03,1,6
傈合,辫力,叠扁,1,23,16,2020-12-30,1,0,夯林,41.4,6,11.7,9.2,22.9,20.03,2,1
傈合,辫力,叠扁,1,23,16,2020-12-30,2,0,夯林,41.2,7,11.3,7.6,26.6,20.26,1,3
傈合,辫力,叠扁,1,23,16,2020-12-30,2,0,夯林,41.2,7,11.3,7.6,26.6,20.26,2,0
傈合,辫力,叠扁,1,23,16,2020-12-30,3,0,夯林,38.1,6,13.5,9.7,22.7,20.18,1,7
傈合,辫力,叠扁,1,23,16,2020-12-30,3,0,夯林,38.1,6,13.5,9.7,22.7,20.18,2,
傈合,辫力,叠扁,1,23,16,2020-12-30,4,0,夯林,34.1,7,9.1,7.1,17.2,17.91,1,5
傈合,辫力,叠扁,1,23,16,2020-12-30,4,0,夯林,34.1,7,9.1,7.1,17.2,17.91,2,
傈合,辫力,叠扁,1,23,17,2021-01-07,1,0,夯林,41.4,6,11.7,9.2,22.9,20.06,1,2
傈合,辫力,叠扁,1,23,17,2021-01-07,1,0,夯林,41.4,6,11.7,9.2,22.9,20.06,2,2
傈合,辫力,叠扁,1,23,17,2021-01-07,2,0,夯林,41.2,8,9.2,7,21.2,20.45,1,2
傈合,辫力,叠扁,1,23,17,2021-01-07,2,0,夯林,41.2,8,9.2,7,21.2,20.45,2,1
傈合,辫力,叠扁,1,23,17,2021-01-07,3,0,夯林,38.4,6,13.5,9.8,23.2,21.06,1,4
傈合,辫力,叠扁,1,23,17,2021-01-07,3,0,夯林,38.4,6,13.5,9.8,23.2,21.06,2,1
傈合,辫力,叠扁,1,23,17,2021-01-07,4,0,夯林,34.1,7,9.5,7.1,17.5,19.62,1,3
傈合,辫力,叠扁,1,23,17,2021-01-07,4,0,夯林,34.1,7,9.5,7.1,17.5,19.62,2,
傈合,辫力,叠扁,1,23,18,2021-01-13,1,0,夯林,41.4,6,11.6,9.2,22.8,20.15,1,1
傈合,辫力,叠扁,1,23,18,2021-01-13,1,0,夯林,41.4,6,11.6,9.2,22.8,20.15,2,3
傈合,辫力,叠扁,1,23,18,2021-01-13,2,0,夯林,41.2,8,9.2,7,21.3,20.68,1,1
傈合,辫力,叠扁,1,23,18,2021-01-13,2,0,夯林,41.2,8,9.2,7,21.3,20.68,2,1
傈合,辫力,叠扁,1,23,18,2021-01-13,3,0,夯林,39,6,13.5,9.9,23.6,21.87,0,
傈合,辫力,叠扁,1,23,18,2021-01-13,3,0,夯林,39,6,13.5,9.9,23.6,21.87,2,1
傈合,辫力,叠扁,1,23,18,2021-01-13,4,0,夯林,34.1,7,9.5,7.2,17.6,19.65,1,2
傈合,辫力,叠扁,1,23,18,2021-01-13,4,0,夯林,34.1,7,9.5,7.2,17.6,19.65,2,
傈合,辫力,叠扁,1,23,19,2021-01-21,1,0,夯林,41.4,6,10.3,7.2,20.4,20.41,2,4
傈合,辫力,叠扁,1,23,19,2021-01-21,2,0,夯林,41.2,7,9.2,7,21.3,20.74,2,4
傈合,辫力,叠扁,1,23,19,2021-01-21,3,0,夯林,39.3,6,13.7,9.9,23.9,21.89,2,1
傈合,辫力,叠扁,1,23,19,2021-01-21,4,0,夯林,34.1,7,9.5,7.2,17.6,20.46,2,
傈合,辫力,叠扁,1,23,20,2021-01-27,1,0,夯林,41.2,6,14.8,10.3,24,20.43,2,6
傈合,辫力,叠扁,1,23,20,2021-01-27,2,0,夯林,41,7,9.5,7,21.3,21.09,2,5
傈合,辫力,叠扁,1,23,20,2021-01-27,3,0,夯林,40.5,6,10.5,7.3,20.5,21.93,2,3
傈合,辫力,叠扁,1,23,20,2021-01-27,4,0,夯林,34.1,7,9.6,7.3,17.8,20.51,2,
傈合,辫力,叠扁,1,23,21,2021-02-03,1,0,夯林,41.2,6,10.3,7.2,20.2,21.06,2,5
傈合,辫力,叠扁,1,23,21,2021-02-03,2,0,夯林,40.8,7,9.5,7,21.3,21.33,2,5
傈合,辫力,叠扁,1,23,21,2021-02-03,3,0,夯林,39.8,6,10.6,7.4,20.9,21.99,2,3
傈合,辫力,叠扁,1,23,21,2021-02-03,4,0,夯林,34.1,8,7.7,6,17.5,21.08,2,
傈合,辫力,叠扁,1,23,22,2021-02-10,1,0,夯林,41.2,6,10.3,7.2,20,21.22,2,
傈合,辫力,叠扁,1,23,22,2021-02-10,2,0,夯林,40.5,6,9.6,7,21.3,21.36,2,5
傈合,辫力,叠扁,1,23,22,2021-02-10,3,0,夯林,39.6,6,10.5,7.4,20.9,22.33,2,
傈合,辫力,叠扁,1,23,22,2021-02-10,4,0,夯林,37.3,7,7.8,6.1,17.6,21.35,2,0
傈合,辫力,叠扁,1,23,23,2021-02-17,1,0,夯林,41,6,10.3,7.2,19.6,22.32,2,
傈合,辫力,叠扁,1,23,23,2021-02-17,1,0,夯林,41,6,10.3,7.2,19.6,22.32,3,0
傈合,辫力,叠扁,1,23,23,2021-02-17,2,0,夯林,40.3,6,9.6,7,21.2,21.43,2,5
傈合,辫力,叠扁,1,23,23,2021-02-17,2,0,夯林,40.3,6,9.6,7,21.2,21.43,3,
傈合,辫力,叠扁,1,23,23,2021-02-17,3,0,夯林,39.6,6,10.6,7.5,20.6,23.03,2,
傈合,辫力,叠扁,1,23,23,2021-02-17,3,0,夯林,39.6,6,10.6,7.5,20.6,23.03,3,
傈合,辫力,叠扁,1,23,23,2021-02-17,4,0,夯林,34.3,7,7.8,6.1,17.6,21.96,2,1
傈合,辫力,叠扁,1,23,23,2021-02-17,4,0,夯林,34.3,7,7.8,6.1,17.6,21.96,3,
傈合,辫力,叠扁,1,23,24,2021-02-24,1,0,夯林,40.8,7,7.5,6.1,20.3,22.35,2,
傈合,辫力,叠扁,1,23,24,2021-02-24,1,0,夯林,40.8,7,7.5,6.1,20.3,22.35,3,2
傈合,辫力,叠扁,1,23,24,2021-02-24,2,0,夯林,40.3,8,5.6,4.7,17.3,21.85,2,3
傈合,辫力,叠扁,1,23,24,2021-02-24,2,0,夯林,40.3,8,5.6,4.7,17.3,21.85,3,1
傈合,辫力,叠扁,1,23,24,2021-02-24,3,0,夯林,39.6,7,8.2,5.4,18.6,21.35,2,
傈合,辫力,叠扁,1,23,24,2021-02-24,3,0,夯林,39.6,7,8.2,5.4,18.6,21.35,3,
傈合,辫力,叠扁,1,23,24,2021-02-24,4,0,夯林,36.1,8,7.8,6.1,19.9,22.07,2,3
傈合,辫力,叠扁,1,23,24,2021-02-24,4,0,夯林,36.1,8,7.8,6.1,19.9,22.07,3,1
傈合,辫力,叠扁,1,23,25,2021-03-04,1,0,夯林,32.7,5,7.7,6.7,14.5,20.95,2,
傈合,辫力,叠扁,1,23,25,2021-03-04,1,0,夯林,32.7,5,7.7,6.7,14.5,20.95,3,6
傈合,辫力,叠扁,1,23,25,2021-03-04,2,0,夯林,39.5,7,7.5,6.5,13.7,21.55,2,1
傈合,辫力,叠扁,1,23,25,2021-03-04,2,0,夯林,39.5,7,7.5,6.5,13.7,21.55,3,3
傈合,辫力,叠扁,1,23,25,2021-03-04,3,0,夯林,32.4,5,8.1,6.6,16.5,20.05,2,
傈合,辫力,叠扁,1,23,25,2021-03-04,3,0,夯林,32.4,5,8.1,6.6,16.5,20.05,3,1
傈合,辫力,叠扁,1,23,25,2021-03-04,4,0,夯林,36.1,7,7.2,5.2,13,21.75,2,3
傈合,辫力,叠扁,1,23,25,2021-03-04,4,0,夯林,36.1,7,7.2,5.2,13,21.75,3,3
傈合,辫力,叠扁,1,23,26,2021-03-10,1,0,夯林,32.2,8,8.4,7.8,15.8,20.95,2,
傈合,辫力,叠扁,1,23,26,2021-03-10,1,0,夯林,32.2,8,8.4,7.8,15.8,20.95,3,4
傈合,辫力,叠扁,1,23,26,2021-03-10,1,0,夯林,32.2,8,8.4,7.8,15.8,20.95,4,
傈合,辫力,叠扁,1,23,26,2021-03-10,2,0,夯林,39.5,8,7.6,6.6,13.9,21.65,2,
傈合,辫力,叠扁,1,23,26,2021-03-10,2,0,夯林,39.5,8,7.6,6.6,13.9,21.65,3,4
傈合,辫力,叠扁,1,23,26,2021-03-10,2,0,夯林,39.5,8,7.6,6.6,13.9,21.65,4,
傈合,辫力,叠扁,1,23,26,2021-03-10,3,0,夯林,32.2,7,8.2,7.4,17,20.08,2,
傈合,辫力,叠扁,1,23,26,2021-03-10,3,0,夯林,32.2,7,8.2,7.4,17,20.08,3,3
傈合,辫力,叠扁,1,23,26,2021-03-10,3,0,夯林,32.2,7,8.2,7.4,17,20.08,4,1
